id,title,genres,cast,director,overview
6073,The Mexican,Action Comedy Crime Romance,Brad Pitt Julia Roberts James Gandolfini,Gore Verbinski,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border."
223578,Local Legends,Comedy Music,Matt Farley Elizabeth M. Peterson Sharon Scalzo,Matt Farley,"The adventures of Matt Farley as he spends a few weeks preparing for a big comedy show in Manchester, NH."
10010,Brother Bear 2,Adventure Animation Family,Patrick Dempsey Mandy Moore Jeremy Suarez,Ben Gluck,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay."
1299655,Blue Moon,History Drama Comedy,Ethan Hawke Bobby Cannavale Andrew Scott,Richard Linklater,"On the evening of March 31, 1943, legendary lyricist Lorenz Hart confronts his shattered self-confidence in Sardi’s bar as his former collaborator, Richard Rodgers, celebrates the opening night of his ground-breaking hit musical, “Oklahoma!”"
3635,Girl with a Pearl Earring,Drama Romance,Scarlett Johansson Colin Firth Tom Wilkinson,Peter Webber,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works."
1186532,The Forge,Drama Family,Aspen Kennedy Wilson Priscilla C. Shirer Cameron Arnett,Alex Kendrick,"19 year old Isaiah Wright lives for basketball and video games. A year out of high school, he has no job, no plans, and no idea how to be a man. At odds with his single mother Cynthia, Isaiah is given an ultimatum – to step up or move out. Feeling the pull from his friends and the push from his mom, Isaiah is hired by Moore Fitness, unaware of how the owner will personally impact his life. With the prayers of his mother and unexpected guidance from his new mentor, Isaiah is forced to deal with his past, sacrifice his selfishness and discover how God might have a greater purpose for his life."
287903,Krampus,Horror Comedy Fantasy,Adam Scott Toni Collette David Koechner,Michael Dougherty,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers."
13389,Righteous Kill,Crime Thriller Mystery,Robert De Niro Al Pacino 50 Cent,Jon Avnet,"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?"
3536,U-571,War Action Adventure,Matthew McConaughey Bill Paxton Harvey Keitel,Jonathan Mostow,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'."
149871,The Tale of The Princess Kaguya,Animation Drama Fantasy,Aki Asakura Takeo Chii Nobuko Miyamoto,Isao Takahata,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate."
1209288,Justice League: Crisis on Infinite Earths Part Two,Animation Science Fiction Action,Jensen Ackles Darren Criss Meg Donnelly,Jeff Wamester,"An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?"
2196,Death at a Funeral,Comedy Drama,Matthew Macfadyen Peter Dinklage Ewen Bremner,Frank Oz,A myriad of outrageous calamities befalls an eccentric English clan with more than a few skeletons in its closets when the family's patriarch dies an unexpected death.
129123,Erotic Nightmare,Horror,Anthony Wong Chau-Sang Eric Wan Tin-Chiu Pinky Cheung Man-Chi,Steve Cheng Wai-Man,"A guy goes to a sorcerer who promises to give him erotic dreams, but the dreams come with a price that's more than money."
2291,Jacob's Ladder,Drama Mystery Horror,Tim Robbins Elizabeth Peña Danny Aiello,Adrian Lyne,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness."
1462146,S4: The Bob Lazar Story,Documentary,Bob Lazar George Knapp Gene Huff,Luigi Vendittelli,"Over 35 years after Bob Lazar's revelations, this documentary exposes secrets of a facility the government still denies. Featuring Lazar's testimony, recreations, and new evidence, it reopens a case that continues to spark global curiosity"
1167725,Love Is in the Air,Romance Comedy,Delta Goodrem Joshua Sasse Roy Billing,Adrian Powers,A fiercely independent pilot fighting to keep her family business afloat starts to fall for the man sent by corporate to ground her operation forever.
1462229,Pegasus 3,Drama Comedy,Teng Shen Yin Zheng Johnny Huang,Han Han,"Bearing the glory of being the 'King of Bayanbulak', Zhang Chi once again embarks on his racing journey, aiming not only to win the race but also to achieve something beyond the competition itself."
11198,City Hunter,Action Adventure Comedy Romance,Jackie Chan Joey Wong Kumiko Goto,Wong Jing,"A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food."
238713,Spy,Action Comedy Crime,Melissa McCarthy Rose Byrne Jason Statham,Paul Feig,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
1273221,Scary Movie,Comedy Horror,Marlon Wayans Shawn Wayans Anna Faris,Michael Tiddes,"Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe."
654754,Billie Eilish: The World's a Little Blurry,Documentary Music,Billie Eilish FINNEAS Maggie Baird,R. J. Cutler,"This documentary offers a deeply intimate look at extraordinary teenager Billie Eilish. Award-winning filmmaker R.J. Cutler follows her journey on the road, onstage, and at home with her family as the writing and recording of her debut album changes her life."
199,Star Trek: First Contact,Science Fiction Action Adventure Thriller,Patrick Stewart Jonathan Frakes Brent Spiner,Jonathan Frakes,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy."
792293,Dumb Money,History Comedy Drama,Paul Dano Shailene Woodley America Ferrera,Craig Gillespie,"Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down."
64720,Take Shelter,Thriller Drama Horror,Michael Shannon Jessica Chastain Shea Whigham,Jeff Nichols,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself."
15035,Fire and Ice,Animation Fantasy Science Fiction Adventure,Randy Norton Cynthia Leake Steve Sandor,Ralph Bakshi,"The villainous Nekron and his mother, Queen Juliana, plot against the human race from their frigid fortress. Creating mass destruction with huge glaciers, mother and son incur the wrath of Larn, a warrior whose entire village was destroyed by ice. When Nekron's underlings kidnap the beautiful Princess Teegra, Larn sets out to rescue her, assisted by the fierce and enigmatic Darkwolf."
2313,Prime,Comedy Drama Romance,Uma Thurman Meryl Streep Bryan Greenberg,Ben Younger,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst."
45317,The Fighter,Drama,Mark Wahlberg Christian Bale Amy Adams,David O. Russell,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime."
13335,Harold & Kumar Escape from Guantanamo Bay,Comedy Adventure,John Cho Kal Penn Neil Patrick Harris,Hayden Schlossberg,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security."
79026,El padrino: The Latin Godfather,Action Crime Drama,Damian Chapa Sal Lopez Emilio Rivera,Damian Chapa,"In the streets of East Los Angeles, Manny is a formidable drug dealer. Impressed by his extravagant lifestyle and prowess, his young son, Kilo, yearns to follow in his footsteps. Kilo resolves to learn how to prosper in the drug world, and his new life as a dealer begins. In a world where a man wants everything, he may end up with nothing."
7442,Sleeping with the Enemy,Drama Thriller,Julia Roberts Patrick Bergin Kevin Anderson,Joseph Ruben,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband."
11826,Sexy Beast,Crime Thriller Drama,Ray Winstone Ben Kingsley Ian McShane,Jonathan Glazer,"Ex-safecracker Gal Dove has served his time behind bars and is blissfully retired to a Spanish villa paradise with a wife he adores. The idyll is shattered by the arrival of his nemesis Don Logan, intent on persuading Gal to return to London for one last big job."
119738,Thunderstruck,Comedy Family,Kevin Durant Taylor Gray Jim Belushi,John Whitesell,"After NBA star Kevin Durant switches talent with 16 year old Brian, the teenager becomes the star of his high school team, but Durant starts struggling and eventually learns an important lesson."
56743,Elena Undone,Drama Romance,Necar Zadegan Thunderbird Dinwiddie Gary Weeks,Nicole Conn,The wife of a pastor who preaches against homosexuality embarks on an affair with a female writer.
88794,J. Edgar,Drama Crime History,Leonardo DiCaprio Armie Hammer Naomi Watts,Clint Eastwood,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life."
10952,New Jack City,Thriller Crime Drama,Wesley Snipes Ice-T Allen Payne,Mario Van Peebles,"A gangster, Nino, is in the Cash Money Brothers, making a million dollars every week selling crack. A cop, Scotty, discovers that the only way to infiltrate the gang is to become a dealer himself."
1209290,Justice League: Crisis on Infinite Earths Part Three,Animation Science Fiction Action,Jensen Ackles Darren Criss Corey Stoll,Jeff Wamester,"Now fully revealed as the ultimate threat to existence, the Anti-Monitor wages an unrelenting attack on the surviving Earths that struggle for survival in a pocket universe. One by one, these worlds and all their inhabitants are vaporized! On the planets that remain, even time itself is shattered, and heroes from the past join the Justice League and their rag-tag allies against the epitome of evil. But as they make their last stand, will the sacrifice of the superheroes be enough to save us all?"
15092,Crank: High Voltage,Action Thriller Crime,Jason Statham Amy Smart Dwight Yoakam,Mark Neveldine,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.
1412,"sex, lies, and videotape",,,,"Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage."
85350,Boyhood,Drama,Ellar Coltrane Patricia Arquette Ethan Hawke,Richard Linklater,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows."
715756,Dangerous Drugs of Sex,Thriller Drama Horror,Takashi Kitadai Sho Watanabe Kohei Nagano,Hideo Jojo,"An elite salaryman drunkenly tries to die by suicide, but is saved by a mysterious stranger who holds him captive and sexually torments him."
22383,The Professionals,Western Adventure Action,Burt Lancaster Lee Marvin Robert Ryan,Richard Brooks,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.
11081,Taking Lives,Thriller,Angelina Jolie Ethan Hawke Kiefer Sutherland,D.J. Caruso,"Recruited to assist Montreal police in their desperate search for a serial killer who assumes the identities of his victims, FBI profiler Illeana Scott knows it's only a matter of time before the killer strikes again. Her most promising lead is a museum employee who might be the killer's only eyewitness."
556984,The Trial of the Chicago 7,Drama History,Eddie Redmayne Sacha Baron Cohen Mark Rylance,Aaron Sorkin,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.
111969,Stuck in Love,Drama Comedy Romance,Greg Kinnear Jennifer Connelly Lily Collins,Josh Boone,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year."
93,Anatomy of a Murder,Crime Drama Mystery,James Stewart Lee Remick Ben Gazzara,Otto Preminger,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret."
166424,Fantastic Four,Action Adventure Science Fiction,Miles Teller Michael B. Jordan Kate Mara,Josh Trank,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy."
1878,Fear and Loathing in Las Vegas,Adventure Drama Comedy,Johnny Depp Benicio del Toro Tobey Maguire,Terry Gilliam,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge."
585032,Sa Bang-ji,Drama Romance History,Lee Hye-young Bang Hee Kwak Jeong-Hee,Song Gyeong-sik,"Sa Bangji was an intersex person who according to historical records lived during Korea’s Joseon Dynasty. Taken in by a kindly benefactor, Sa Bangji lives in a monastery that is one day visited by a young widow, Lee So-sa, who is in mourning following the death of her husband. The pair’s meeting seems predestined, with the erotic attraction between Sa Bangji and Lee So-sa soon evolving into something far more transcendent – and dangerous.  While aspects of the film – its stylised depiction of female actors and sex – identify it as a product of its time, Sa Bangji is undeniably a milestone in screen representations of intersex people, a film that refuses to shy away from the horrendous stigmatization faced by its titular character."
37034,True Legend,Action Fantasy,Vincent Zhao Wenzhuo Zhou Xun Andy On Chi-Kit,Yuen Woo-Ping,"Su Qi-Er, a wealthy man living during the Qing Dynasty who loses his fortune and reputation as a result of a conspiracy against him. After being forced out onto the streets, Su dedicates his life to martial arts and reemerges as a patriotic hero known as the ""King of Beggars."""
7347,Elite Squad,Drama Action Crime,Wagner Moura André Ramiro Caio Junqueira,José Padilha,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged."
866,Finding Neverland,Drama Fantasy,Johnny Depp Kate Winslet Julie Christie,Marc Forster,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan."
13690,Open Season 2,Adventure Animation Comedy Family,Joel McHale Mike Epps Cody Cameron,Matthew O'Callaghan,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners."
667,You Only Live Twice,Action Thriller Adventure,Sean Connery Akiko Wakabayashi Mie Hama,Lewis Gilbert,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.
10222,Kickboxer,Action Thriller Drama,Jean-Claude Van Damme Dennis Alexio Dennis Chan Kwok-San,David Worth,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt, American kickboxing champion Eric Sloane, arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge."
1371151,Off the Grid,Action Thriller,Josh Duhamel Greg Kinnear María Elisa Camargo,Johnny Martin,"After a morally-bankrupt company tries to weaponize a brilliant scientist's revolutionary technology, he goes off the grid to safeguard humanity. When the company sends a strike force to find him, they make their biggest mistake of all – they weaponize the man they are trying to catch."
594328,Phineas and Ferb the Movie: Candace Against the Universe,Family Animation Science Fiction Comedy,Ashley French Vincent Martella David Errigo Jr.,Dan Povenmire,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers."
504253,I Want to Eat Your Pancreas,Animation Drama Romance,Mahiro Takasugi Lynn Yukiyo Fujii,Shinichiro Ushijima,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days."
14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,Action Adventure Animation Drama,Romi Park Rie Kugimiya Toru Okawa,Seiji Mizushima,"Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother."
582218,Psych 2: Lassie Come Home,Comedy Crime,James Roday Rodriguez Dulé Hill Timothy Omundson,Steve Franks,"After Santa Barbara Police Chief Carlton Lassiter is ambushed and left for dead, Shawn and Gus return to help him and find themselves embroiled in a case involving the personal, the professional – and even the supernatural."
398221,Summer of Director Oh,Romance Drama,Ko Won Lee Chae-dam Eom Ji-hye,No Zin-soo,"Director Oh Soo-jin had a taste of failure with her first movie. She thinks about a fancy come back but no one wants her now. Then one day, opportunity finds her but it's an erotic film...  She is ""Sky Girl"" Oh Soo-jin.  Seven years ago, Oh Soo-jin made a movie called ""Sky Girl"" which resulted in only 20,000 views. She ground her teeth to recover from her failure by making a second movie. One day she gets a call from Park, a gangster and movie director who asks her to make a porn movie with him. The actress of the movie is an AV girl from Japan. Oh Soo-jin denies the offer and returns home but all that's waiting for her are unpaid rent and bills. Oh Soo-jin calls Park after watching the AV girl's porn and suggests she turns the whole set into a women-only production. She has a week to film the movie with 100 million won. Can she do it?"
1073,Arlington Road,Crime Drama Thriller Mystery,Jeff Bridges Tim Robbins Joan Cusack,Mark Pellington,"Bedraggled college professor Michael Faraday has been vexed — and increasingly paranoid — since his wife's accidental death in a botched FBI operation. When a seemingly all-American couple set up house next door, Michael begins to suspect there’s more to them than meets the eye."
585244,I Still Believe,Music Drama Romance,KJ Apa Britt Robertson Nathan Parsons,Andrew Erwin,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.
1116465,A Legend,Action Adventure Fantasy,Jackie Chan Zhang Yixing Gulnezer Bextiyar,Stanley Tong Gwai-Lai,An archeologist noticed that the texture of the relics discovered during the excavation of a glacier closely resembled a jade pendant seen in one of his dreams. He and his team then embark on an expedition into the depths of the glacier.
10771,The Tuxedo,Thriller Action Comedy Science Fiction,Jackie Chan Jennifer Love Hewitt Jason Isaacs,Kevin Donovan,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent."
1125510,The Platform 2,Science Fiction Horror Thriller,Milena Smit Hovik Keuchkerian Natalia Tena,Galder Gaztelu-Urrutia,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method."
894205,Werewolf by Night,Action Fantasy Horror,Gael García Bernal Laura Donnelly Harriet Sansom Harris,Michael Giacchino,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster."
301351,We Are Your Friends,Drama Music Romance Comedy,Zac Efron Wes Bentley Emily Ratajkowski,Max Joseph,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill."
648579,The Unbearable Weight of Massive Talent,Action Comedy Crime,Nicolas Cage Pedro Pascal Sharon Horgan,Tom Gormican,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones."
10651,The Dead Pool,Action Crime Thriller,Clint Eastwood Patricia Clarkson Liam Neeson,Buddy Van Horn,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of prominent figures. By the time Harry learns that the murders are part of a sick game to predict such deaths, it may be too late."
8051,Punch-Drunk Love,Romance Drama Comedy,Adam Sandler Emily Watson Philip Seymour Hoffman,Paul Thomas Anderson,A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.
10947,High School Musical,Comedy Drama Family Music Romance TV Movie,Zac Efron Vanessa Hudgens Ashley French,Kenny Ortega,A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.
36515,The Prince & Me 4: The Elephant Adventure,Comedy Romance,Kam Heskin Chris Geere Jonathan Firth,Catherine Cyran,"One year after their royal wedding, King Edvard and Queen Paige of Denmark receive an invitation to attend the wedding of Princess Myra of Sangyoon. Upon their arrival, Paige finds Myra is unhappy with her arranged marriage to the brooding and sinister Kah and is secretly in love with a young elephant handler named Alu."
396806,Anon,Science Fiction Crime Mystery Thriller,Clive Owen Amanda Seyfried Colm Feore,Andrew Niccol,"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim."
20721,Code of Silence,Action Crime Drama Thriller,Chuck Norris Mike Genovese Henry Silva,Andrew Davis,A Chicago cop is caught in the middle of a gang war while his own comrades shun him because he wants to take an irresponsible cop down.
262,The King of Comedy,Drama Comedy,Robert De Niro Jerry Lewis Diahnne Abbott,Martin Scorsese,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy."
21500,Class,Comedy Drama,Jacqueline Bisset Rob Lowe Andrew McCarthy,Lewis John Carlino,"Naive Midwestern prep student Jonathan bonds with his more worldly roommate, Skip, who takes the small-town boy under his wing. At Skip's urging, the inexperienced Jonathan is emboldened to seek out older women in the cocktail lounges of nearby Chicago, where he meets and beds the alluring Ellen, who unfortunately turns out to be Skip's mother. The division between the friends is further deepened when a cheating scandal engulfs the school."
1907,The Beach,Drama Adventure Romance Thriller,Leonardo DiCaprio Virginie Ledoyen Guillaume Canet,Danny Boyle,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it."
1375,Rocky V,Drama,Sylvester Stallone Talia Shire Burt Young,John G. Avildsen,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer."
3432,Mr. Brooks,Crime Thriller,Kevin Costner Demi Moore Dane Cook,Bruce A. Evans,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.
938,For a Few Dollars More,Western,Clint Eastwood Lee Van Cleef Gian Maria Volonté,Sergio Leone,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head."
323260,The Gigolo,Romance Drama Comedy,Dominic Ho Hou-Man Candy Yuen Jeana Ho Pui-Yu,Amen Au Cheuk-Man,"Fung looks like a super-heartthrob and was born with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…"
6068,Six Days Seven Nights,Comedy Action Adventure Romance,Anne Heche Harrison Ford David Schwimmer,Ivan Reitman,"In the South Pacific island of Makatea, career-driven magazine editor Robin Monroe is on a week-long vacation getaway with her boyfriend, Frank Martin. An emergency work assignment in neighboring Tahiti requires Robin to hire the cantankerous pilot Quinn Harris who had flown them to Makatea on a small transport plane. While flying, a powerful storm forces Quinn to make an emergency landing on a nearby deserted island. The dissimilar pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads."
7515,London,Drama Romance,Jessica Biel Chris Evans Jason Statham,Hunter Richards,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.
522212,Just Mercy,Drama Crime History,Michael B. Jordan Brie Larson Jamie Foxx,Destin Daniel Cretton,"The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them."
1291659,The Wizard of the Kremlin,Drama,Paul Dano Jude Law Alicia Vikander,Olivier Assayas,"Russia, early 1990s. Amid post-Soviet chaos, a brilliant young man, Vadim Baranov, charts his path. First an artist, then a reality TV producer, he becomes the spin doctor to a rising KGB agent: Vladimir Putin. At the heart of power, Baranov shapes the new Russia, blurring the boundaries between truth and lies, belief and manipulation. Only the magnetic Ksenia is beyond his control, tempting him away from this dangerous game. Years later, after retreating into silence and shrouded in mystery, Baranov finally opens up, revealing the dark secrets of the regime he helped build."
1542261,Doraemon the Movie: New Nobita and the Castle of the Undersea Devil,Animation Adventure Fantasy Family,Wasabi Mizuta Megumi Oohara Yumi Kakazu,Tetsuo Yajima,"Nobita and friends finds a secret underwater castle packed with mysteries and riches. With Doraemon's high-tech gadgets, they dive into an ocean adventure mixing humor, teamwork, and imagination in a breathtaking aquatic world."
1318447,Apex,Action Thriller,Charlize Theron Taron Egerton Eric Bana,Baltasar Kormákur,A grieving woman pushing her limits on a solo adventure in the Australian wild is ensnared in a twisted game with a cunning killer who thinks she's prey.
173185,It Boy,Comedy,Virginie Efira Pierre Niney Gilles Cohen,David Moreau,"38-year-old Alice has everything to become the next editor-in-chief of Rebelle magazine except for her uptight image. But when the young and charming Balthazar, barely 20, crosses Alice's path, she realizes that he holds the key to her promotion."
35122,Splendor,Comedy Romance,Kathleen Robertson Johnathon Schaech Matt Keeslar,Gregg Araki,"Veronica is a white-bread beauty searching for a good man in Los Angeles. While slam dancing at a Halloween rave, she meets Abel, a sensitive poet. Then she meets Zed, a supersexy tattooed drummer with incredible biceps. Who will she choose? Does she go for true love or cheap sex? She can't decide so she chooses both. But after managing to nurture a picture-perfect threesome, along comes Ernest, a rich movie director with deep baby blues that sweep Veronica off her feet. What's a girl to do now?"
64689,Killing Them Softly,Crime Thriller,Brad Pitt Scoot McNairy Ben Mendelsohn,Andrew Dominik,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse."
865,The Running Man,Action Thriller Science Fiction,Arnold Schwarzenegger Richard Dawson María Conchita Alonso,Paul Michael Glaser,"By 2017, the global economy has collapsed and U.S. society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free."
